los angeles,"Los Angeles, CA","RT @aVeryRichBish: In April of 1992, Naomi was featured on the cover of American Vogue for the hundredth anniversary issue with severa…"
atlanta,"Atlanta, GA",@microwaveatl schedule says you're playing right foot??
detroit,"Detroit, MI",RT @GroovyCory: Sex with some of y'all gotta suck! 😳
los angeles,Los Angeles,"Me gustó un video de @YouTube https://t.co/k6jYsxzdZy \"WHAT THE HEALTH\" Documental (Versión en Español)"
houston,"Houston, TX","RT @brianstelter: For the record, this is a picture of @MorningMika at Mar-a-Lago at the time Trump is claiming she was \"bleeding bad…"
los angeles,Los Angeles,RT @axxxellake1: https://t.co/uoHIrg9eA6
denver,Denver Colorado,TSA is reactive not proactive  #outnumbered
philadelphia,Philadelphia,RT @TweetLlkeAGuy: When you're trying to have a good night out but then you remember the threat of the white walkers beyond the wall https:…
los angeles,Los Angeles,@kglogan7 I am killin it! best week so far x
new orleans,"New Orleans, LA",RT @shortdancevids: So smooth https://t.co/YFTQnnVFul
denver,"Denver, CO","@primeunfiltered @analeciavaldez @CameronParkerPO @Rockies You're Fans, rooting for &amp; supporting your Team... just… https://t.co/49rsvIDH16"
los angeles,"Los Angeles, California",Donald Trump stay wit the Twitter fingers smh 👎🏽👎🏽👎🏽👎🏽🤔🤔🤔🤔
denver,"Denver, CO",@owillis It's carefully designed to not get them yelled-at during July 4th parades.
los angeles,Los Angeles,RT @RichEisenShow: Today's show: @Timberwolves Tom Thibodeau @WindhorstESPN on #NBA latest + @pgammo on @Cubs #MLB latest &amp; comic @ErikGrif…
dallas,"Dallas, TX","@jennschiffer just the ticket or all the costs like travel, etc.?"
dallas,"Dallas, TX",RT @JoyAnnReid: I'm angry for my colleague @morningmika. I'm deeply embarrassed for our country.
denver,"Denver, CO",The #Longmont prairie dogs may be getting a new home. https://t.co/AW2Nc9TcNF
miami,"Miami, FL",RT @karrueche: You a lame ass nigga https://t.co/G31EvHo0RB
atlanta,Atlanta,"RT @ChurchofSatan: Southern Baptist, Presbyterian, Catholic. We're done taking the blame for others. https://t.co/LFB133mtdt"
detroit,Detroit,-  https://t.co/uuJ8wgpDcM
houston,"Houston, TX USA","Lack of training leading to misuse, abuse and liability. #HRTailgate https://t.co/pdxr0VHjSQ"
miami,Califormiamia,"RT @NifMuhammad: Made a character empathy tree (a thing I made up weeks ago) with the young writers yesterday

Drake, Snape, Lady Ma…"
chicago,Chicago-Area,"@kylegriffin1 As long as his personal acct is then subject to ALL the security/regulations his \"official\" acct woul… https://t.co/novTXp4Asj"
miami,"Miami, FL","@Amy_asdfghjk @itsMr_Hassan We've been caught Yasser, ABORT ABORT!"
miami,"Miami, FL","RT @EroArt9: ♨🙂#bigtits
 😝#porno 💈🎁💞#naughty 
👑https://t.co/wMy4dBMmzp👑 https://t.co/IkoqnIC1Mj"
los angeles,"Los Angeles, CA","RT @JarrettHill: I can't wait for Melania Trump to get started on her goal of ending cyber-bullying, the use of harsh language on th…"
chicago,"Chicago, IL",#NETNEWS KQXT (Q101.9)/San Antonio Adds Delilah For Nights - iHEARTMEDIA AC KQXT (Q101.9)/SAN ANTONIO brings ba... https://t.co/y1HHxWuYfP
chicago,"Chicago, IL",#NETNEWS iHeartMedia Names Joel Kelly VP/Sales For Chicago Region https://t.co/SYky5mrl3n
los angeles,"Los Angeles, CA",@PennBadgley https://t.co/YSf5SXCEJT #ThoughtsAboutLife
houston,"Houston, TX",But then I remembered it's at the dealer 😂
seattle,Seattle,-  https://t.co/7pBPjHKYVY
dallas,Dallas,RT @NiemanLab: You can now use social audio app Anchor to publish podcasts https://t.co/sEhBUK2hkj https://t.co/liu5FL4BdZ
los angeles,"Los Angeles, CA","RT @BuzzFeed: Trump's revised travel ban is set To go into effect at 8 P.M. tonight 
https://t.co/8oEPPc8tgm https://t.co/Bl4qPzHGzK"
los angeles,"Los Angeles, CA",RT @HvrrisonLdn: Should get paid more than footballers https://t.co/CUzRXWcxKE
detroit,"Detroit, MI",RT @DaiIyThrowbacks: [2009] Asher Roth - I Love College https://t.co/M9kgINEQxM
chicago,"Chicago, IL",A great future does not require a great past
seattle,seattle,"RT @zerovockl: @aichan_nel 
あいちゃん誕おめ！
いつしかyoutubeのトップに名前が載る事を期待してこれからも応援するよ！ https://t.co/mGGC7qNxGu"
atlanta,"Atlanta, GA","RT @KaayRoyal__: Loved when Quavo dropped his mic &amp; told Joe \"Whatchu tryna do\" Offset was rolling up his sleeve &amp; Takeoff rose up t…"
los angeles,"Los Angeles, CA",RT @MoniRoseGold: NO MONEY NEEDED TO START🙀Turn your empty bank account into Gold💸SunTrust💰Wells Fargo💵USAA 💸or ANY credit union. Mak…
miami,"Miami, FL",Heracross available until 01:00:54pm (29m 30s). https://t.co/Yf8EJ8jpeS
atlanta,"Atlanta, GA","https://t.co/lSxnpFYJa5 $14.99 - Rock Legends Cruise II (CD, 2016) https://t.co/op1jWNBH19 https://t.co/JHZAz8YN9B"
houston,"Houston, Scotland","RT @edinburghsport: BREAKING: Hibs sign goalkeeper Ofir Marciano on long-term deal.
https://t.co/VoUMqAiOc0 https://t.co/RPOFajduAb"
los angeles,"Los Angeles, CA","RT @LamaJabr: \"Freedom is nothing but a chance to be better.\" ~ Albert Camus"
houston,"Houston, TX","RT @TheOpening: The playmakers are here.

Welcome to Oregon, fellas. https://t.co/CTU2j2oSv6"
chicago,"Chicago, IL",I liked a @YouTube video https://t.co/pCUDwbMImK Thank you for 40 subscribers/ shout out
los angeles,los angeles,RT @ambarzilla: when you arrive at a concert vs when they're singing their last song https://t.co/cvpz48F1RA
atlanta,"Atlanta, GA","RT @BleacherReport: Marshawn Lynch gave out 2,000 free water park tickets to kids in the Bay Area ✊ https://t.co/HBcCHyPoJ4 https://t.co/sV…"
dallas,Honolulu / Dallas,"RT @MrGoodBeard_: Cuz y'all like hood niggas, they don't put Starbucks on MLK avenue. https://t.co/bIG6b3cEdV"
chicago,"South Suburbs, Chicago",RT @JBPritzker: .@realDonaldTrump’s comments this morning show who he really is: a petty and misogynistic bully. This isn’t presidential –…
los angeles,"Los Angeles, CA",RT @CCabelloArg: @shadeskarla  https://t.co/eUNkRosl6j
denver,"Denver, CO",RT @kylegriffin1: Powerful statement from Republican Sen. James Lankford on Trump's tweets: https://t.co/L9V1CsfmFv
philadelphia,"Philadelphia, PA, USA",I liked a @YouTube video https://t.co/sdgxT6BtCb How to Make an F1 Commercial: On Set with Lewis Hamilton &amp; Bose
houston,"Houston, TX","RT @Kate_Farina: Heck yeah, postcards for June patrons came in! https://t.co/8LqTFAkTCT"
detroit,Detroit,"Compared to the women that'll dub you if they see other women compliment you, this isn't shit lol https://t.co/OC6nRtNXOy"
dallas,"Dallas, TX",RT @SprayWitDaDraco: Wait a second... Reagan had clout https://t.co/gdvSFzsFrK
los angeles,"Los Angeles, CA",Where's the fire in the SGV? Just stepped out and can smell it...
atlanta,"Atlanta, GA","@ChicagoKhaleesi Girl same. Tears of laughter right now but soon it'll be tears of \"I'm so fucking stupid\" 😂"
boston,boston,RT @SlateAtAndover: @vdub5402 OMG! We had no idea it was every Thursday!! Thank you so much! Hopefully we will see you and your doggy t…
philadelphia,"Philadelphia, PA",RT @TeamMattAshford: Picture of the Day: #MatthewAshford as #JackDeveraux w/ Adrienne #JudiEvans #Days (1990) #BringbackJack in 2017 https:…
chicago,"Chicago, IL",RT @Houstonbarbiee: Show no love ... love will get you killed 🗣
houston,"Houston, TX",RT @3WT_KASH: Lil bad 💅🏼trini🇹🇹 bitch but she mixed💞 with china🇨🇳 https://t.co/93doJtbRzt
houston,Sam Houston State Univ | TX,RT @spanishcvndy: I'm tired of y'all breaking my muthafucking heart like this and thinking it's ok. https://t.co/FhIoahEpcI
chicago,Rio Grande Valley & Chicago,@LRKundell @AFP @realDonaldTrump @morningmika Children I know are better behaved than @POTUS.
philadelphia,Philadelphia,"@ChaseBrowns @scrowder Jews still wear kippahs, and muslims still wear hijabs equally unheroic"
houston,"Houston, TX",RT @miumiumoe: sephora should give you discounts when you reach a certain point level instead of tiny ass samples that do nothing https://t…
los angeles,"Los Angeles, CA",@ThatEricAlper My life
chicago,"Chicago, IL",Planning a #fundraising dinner? You need to know about AttendEasy - #Event Management for your #nonprofit. https://t.co/JVbZgn9Cpz
seattle,"Seattle, WA",RT @webbfootewfry: #TVTuneTrivia at 11:30 on a Black and White Wednesday!  Going back to the 50s for this redhead! Win @BillyGilman at…
los angeles,"Los Angeles, CA",$NXTD 👀
los angeles,"East Los Angeles, CA",RT @IntThings: Everything you want is on the other side of fear
atlanta,"Atlanta, GA",RT @johniadarola: Still feels like some sort of joke is being played on us. https://t.co/4lWgpu3Hdb
los angeles,Los Angeles,@realDonaldTrump What a disgusting human being you are. An embarrassment to the country. All the money in the world… https://t.co/Wc4rpKygs8
dallas,"Dallas, TX",Thank you for the lamb... the precious lamb of God 😫
chicago,Chicago  IL,RT @Ann_Aurore: https://t.co/1XbP8EDnVT
los angeles,Los Angeles,"RT @Its_bieberteam: Todo el mundo con una cuenta atrás para ver a Justin y yo nada, DUELE, DUELE DEMASIADO😢😢 #StadiumTourSpain https://t.co…"
new orleans,New Orleans,-  https://t.co/d5sdYhRnyn
houston,"Houston, TX",RT @AlyciaTyre: My mom is the best thing in my life
atlanta,Atlanta GA,Are you ready Atl? Sat is #undergroundshowdown! 1st bell 7pm. Don't blink! https://t.co/9nBDKIfGxv
chicago,Chicago  IL,RT @Ann_Aurore: https://t.co/1XbP8EDnVT
los angeles,Los Angeles,"RT @cher: THANX💋,THIS WAS SO MUCH FUN…👻
“Trumps Ass/Visible Panty line”IS MY MOST 
LIKED/RTD🎉TWT EVER..🎂🕊 https://t.co/1WK5PbQUqW"
detroit,Detroit,@Doritos_Mx Sígueme para que regrese el Fav a Twitter :v
boston,- Boston #781 Esw x 🌍,"Never waste my time arguing with bitches cuz they really just wasting my breath, I'm just gonna go fuck with your best friend 🤷🏽‍♂️"
philadelphia,philadelphia,@savageglitter @Chaotic_Mariah These things happen.
chicago,"Chicago, IL",RT @vexedIy: and every moment i spend with you is the most beautiful thing in life
houston,"Houston, TX",RT @BenitaBeee: Almost All The Couples Did At Least Once These Nasty Things But Now They Says Is Shameful https://t.co/GGO2QNNPlK
los angeles,"Los Angeles, CA","@reynoldsgareth @MollyMalonesLA Right on brotha, hopefully I can make this work. So many shows, so little time. #LAlife"
chicago,Chicago,Yooooooo
chicago,Chicago,RT @2Civility: Lawyers of the future will need an understanding of coding - https://t.co/dWBhBabKto via @Irish_TechNews #futurelaw
houston,"Houston, TX",RT @clintonkowach: Brazil: Car rams gate of Temer's presidential palace @AJENews  https://t.co/fZpY4AhFxA #News #Truth #Knowledge #Wisdom #…
miami,"Miami, FL",l m f a o https://t.co/VoWQ6LcyO7
los angeles,Los Angeles,Our new #Juicero fresh out the box https://t.co/qmEEbRE8X0
houston,"Houston, TX",RT @RetrieverPics: Relationship Goals 😘 https://t.co/L9EzBZWAOi
miami,"miami, fl","we, as straight ppl have privilege due to heteronormativity. straight ppl have and never will suffer from oppression due to it."
boston,Boston,RT @foxygrandpa62: NO you DON'T!! you DON'T know who I am!!! https://t.co/QpUqBpqD8L
chicago,"Chicago, IL","I'm pretty excited for this! So looking forward to @stanfield_keith's performance.
https://t.co/Rv2hGifwTG"
los angeles,Los Angeles,@ajhan super villains seem to all come up with their own special methods of transportation
philadelphia,"Philadelphia, PA NSA Crusade",RT @PhillyPoliceSOS: @EaglesCoverUp @COPSOffice @PhillyPolice @DelawareFreedom @MillsSaveNJ @SAVEPHILA_PA #AskKenney? @COPSOFFICE…
seattle,"Seattle, WA",ill be surprised if i ever get over how cute this is i love him a ton https://t.co/KNxtCwJ5Yv
houston,"Houston, TX","RT @shutupstevi: dude tweeted, \"how tf do u pronounce SZA\" and someone responded with this I'm laughing out loud https://t.co/QLptUq3E1J"
boston,Boston,When people are discussing Boss Baby in public and you have to run away screaming with your hands over your ears to avoid spoilers.
philadelphia,"Philadelphia, PA",RT @RMontoyaGothPD: @elizabeth28536 @teetoatee @realDonaldTrump @PiercedSkull has made a few suggestions for new covers for #BLOTUS…
chicago,Chicago ✈️ Edinburgh,"RT @rachmeetsworld: Meanwhile, it's Zendaya's world and we are all living in it, including Batman https://t.co/Qqfzr2Sc3w"
dallas,"Dallas, TX",I almost get panned https://t.co/YRBUnjCHNO
los angeles,"Los Angeles, CA",RT @LebronSavage21: def woman hears playboi carti for the first time  https://t.co/OEF1d6KkRl
chicago,"Chicago, Illinois",RT @Iam_Nathaniel: When u got 5 stars in GTA and ur waiting for shit to cool down https://t.co/eGh2dwrEFL
los angeles,Los Angeles,"RT @justinhendrix: @BenSasse You and your party colleagues knew he was a misogynist, a racist, a liar. You're right- he's defiling the…"
houston,houston,RT @WSHHFANS: Tupac almost squaring up with a little kid never gets old 😂😂😂 https://t.co/PKJzm2gLpR
los angeles,"Los Angeles, CA",Mika Brzezinski wrapped in gauze desperately begging Trump for NYE crab cakes isn't an image I thought I'd wake up… https://t.co/DUU0Znjpm7
los angeles,"Los Angeles, CA",@Special_Kelani Come enjoy the Sgt. Pepper record live! https://t.co/PTjX8AvBy4
houston,"Houston, TX",RT @Quepingabroo_: Fucking up the environment so bad the animals are starting to take matters into their own hands smh https://t.co/XxjRCdL…
chicago,Chicago,"RT @MSignorile: Trump is obsessed with talking about bloodied and bleeding women who challenge him. Where, again, is political violence ema…"
houston,"Houston, TX",RT @kati_eculbreth: x2 https://t.co/vopldE07Xk
seattle,"Seattle, WA","Trying to keep up on my competitive intel, but @callsource 's website is down 🙄🙄 #automotivemarketing #whoops"
new orleans,1136 Decatur St. New Orleans,https://t.co/6A7gG0HXtd
los angeles,"Los Angeles, CA",RT @selmawho: les gars wsh c ramzy le mec à rihanna https://t.co/iInv8zUgzU
new orleans,"New Orleans, LA","How's your morning, spookies?"
seattle,"Seattle, Washington",Aid Response - 1431 Minor Av - A25 - 9:29
dallas,"Dallas, TX","RT @Crystal1Johnson: This man rode his bike to work every day, so his co-workers pitched in to surprise him with a new set of wheels. https…"
philadelphia,"Philadelphia, PA",@nikolejade525 @Brookie425 Women are always right
atlanta,MIDatlantaVegas,Y'all too serious for me lol this twitter. Where the jokes
atlanta,"Atlanta, GA via Memphis, TN","RT @ed_kilgore: So is this where the backlash to \"political correctness\" has led? A boorish POTUS hurling misogynistic insults? Congrats, a…"
boston,"Boston, MA",RT @_drazzari: @insatiablevine @napafoodandvine @suziday123 @sonomawineguy @JessycaLewis @magee333 @GrnLakeGirl @Julianna_glass…
houston,"Houston, TX",RT @bandajen: it really hurts ur whole body whenever someone breaks ur heart
miami,Miami,RT @Gayasshaven: 1...2...black twitter is coming for you ...3...4 better lock your door. https://t.co/f6eOe0UZqn
denver,Denver,RT @bloody_osiris: Shit wasn't always peaches &amp; preme !
chicago,"Chicago, IL","RT @robreiner: Besides possible obstruction of justice &amp; treason, we have a childish mentally unstable bully in the WH. We have 25th Amend.…"
philadelphia,Philadelphia,-  https://t.co/cdjnjDaTfQ
houston,HOUSTON MF TEXAS HOE ✈️,"RT @Urban_Island_: Why English words like Cough, rough, and though don't rhyme... But for some reason bologna and pony do. https://t.co/iCK…"
atlanta,"Atlanta, GA",When you able to forgive people knowing they going to always be that way it's nothing you can do about it... just pray for them
miami,"Miami, Fl",@ouachitarunner @thehill So now that $can be spent on Trumps golf trips &amp; anywhere obviously than healthcare. Guess… https://t.co/qXE8ilvByC
boston,Boston MA,@Heritage__Park We love spending time at sunset either chilling on a bench or doing walking meditation via the laby… https://t.co/ftANPyghrh
dallas,"Dallas, TX.",Blake to the Nets https://t.co/LaiJO1nW5p
seattle,"Seattle, WA",IoT: sleeping with the enemy? https://t.co/cjk8XlSbuQ #IoT #ConnectedDevices https://t.co/ihXKnzIqjM
los angeles,"Los Angeles, CA",@cringemarina @GraysonDolan @EthanDolan thank you so much 💖💖💖
miami,"Miami, FL",The saac has got to be the worst
denver,denver,@______skin U COMING HERE?
boston,"Boston, MA",#AndrewDavisisPedophile #Massachusetts #MassachusettsPedophile #Pedophile https://t.co/6mWw5hk98V
los angeles,"Los Angeles, CA","See our latest #Anaheim, CA #job and click to apply: Logistics Coordinator - https://t.co/0JsW7I19S4 #Transportation #Hiring #CareerArc"
detroit,"Detroit, MI",RT @Kawaiiboydjh: #HeterosexualPrideDay Since straight people are so determined on having this be a thing: https://t.co/Vh8F7yHIru
miami,Miami FLorida,RT @memedeportes: Mientras tanto en Chile https://t.co/dw3lqe9WZy https://t.co/GWEOsm8zWU
miami,"Miami, FL",Preaccchhhhh https://t.co/zocF1LYLMM
los angeles,"Los Angeles, CA",RT @TedAbram1: Corrupt DNC and Donna Brazile collude with MSM. https://t.co/lQfHlm8nbd … … …
new orleans,"New Orleans, LA",😭😭😭😍 https://t.co/KPvOPN6iaT
philadelphia,"Philadelphia, PA",I reject @SarahHuckabee's premise that the most powerful man in the world can be bullied. And I'm repulsed that she… https://t.co/Wj5ExbSO3u
seattle,"Seattle, WA",RT @Evan_McMullin: This is just awful. Trump is a total disaster. How can anyone continue supporting him? Is this the America we desir…
philadelphia,Philadelphia,"Special thanks to #teammortgagemom , @kevin O'Shea and Center City Settlement for another closing. Another happy... https://t.co/jPXrYm6Aoj"
seattle,Seattle City Grid,@Naile_Prime Burma Shave
houston,"Houston, British Columbia",-  https://t.co/dGdBRdSKnB
detroit,"Detroit, MI",@patrishaluxe Prayer for u
philadelphia,"Philadelphia, PA",RT @Blackkout__: The summer after college graduation is by far the most awkward time ever.
boston,"Boston, MA",RT @SkyNewsBreak: MPs defeat Labour amendment to Queen's Speech that supported UK remaining in Single Market and Customs Union by 322 votes…
miami,"Miami, Fl ✈️ Little Rock, AR",@All_N_YaStomach Bruh I was crying laughing at that I had to @ you bruh
new orleans,"NEW ORLEANS,LA","I added a video to a @YouTube playlist https://t.co/DOdeVqlzga Foreign Forest - \"I Dont Wanna Go Out\" Ft. Smrtdeath (Prod. hkfiftyone)"
philadelphia,"West Philly, Philadelphia",@Pedro_Fresco https://t.co/h9eA1xxaTb
los angeles,"Los Angeles, CA","RT @TheComedyHumor: I must be getting old, because who the hell is this. https://t.co/z7Ow1IJyRm"
detroit,Madrid - Detroit - Berlin,El cuerpo de Cristo. https://t.co/ns0XtDS1TT
miami,"Miami,Puerto Rico",¿Porque no das el paso ya?
houston,"Houston, TX",Like - where do you even from here in an interview? https://t.co/Qj5UI1phLS
denver,"Denver, CO",RT @FarahFab: ..Beautiful Actress Kaley Cuoco Regrets All These Incredible Photos With Her In Delicate Situations https://t.co/MUGOLyrjAl
chicago,Chicago,"A mix CD of They Might Be Giants songs. He'd asked if I liked them, I'd said \"not really\" and he was ready to change my mind."
miami,STGO 🇨🇱 CDMX 🇲🇽 MIAMI 🇺🇸,RT @HanniaNovell: ¿Tu qué haces para alcanzar tus sueños? https://t.co/l6vQOJWHkd
los angeles,"Los Angeles, CA",RT @CalBudgetCenter: #BCRA would raise premiums for a 60 year-old earning $50K in Los Angeles by 104% &amp; by 345% for that same person liv…
los angeles,"Los Angeles, CA",Di ako makatulog 😩
boston,Boston,Supreme's slices on Mass Ave be hittin'
chicago,"Chicago, IL",RT @SOMEXlCAN: I'll forever &amp; always be a proud Mexican 🇲🇽☺️ https://t.co/OZ2CkHqyjx
philadelphia,"Philadelphia, PA","\"Artists who seek perfection in everything are those who cannot attain it in .. #quote via https://t.co/hwZKfJ8G6n https://t.co/SFGukybCdp"
chicago,"Chicago, IL",RT @TheBigPharaoh: Re: huge gas price increase. People paying price of reform while Sisi constituency (generals) enjoying benefits might le…
philadelphia,"Philadelphia, Pa",Welcome to Philly @Real1061Philly! https://t.co/zOX71zFfql
denver,"Denver, CO",Rich don't need tax cuts many pay little or nothing with their fake foundations https://t.co/O7T5tGgw5b
atlanta,"Atlanta, GA","RT @BleacherReport: Floyd Mayweather putting in work this morning.

(via @FloydMayweather) https://t.co/krHhSPyjUl"
houston,Houston.,@YoungTrapaaa Lmao shit is TOO funny
houston,"Houston, TX",People can be so fucking annoying 🤦🏽‍♀️ girl leave me alone shit
los angeles,Los Angeles,Thank you. @colliderfrosty: With all my heart &amp; soul I loved @lucbesson's Valerian. Inventive sci-fi. Epic action. Insane visual effects.
chicago,Chicago,@Gay_Mac_Genius @TheFLomoBromo me too
detroit,", Detroit .","RT @NickHudacko: Bae: Babe, I can't do this anymore. It's either me or the boys.
Me: https://t.co/D1NkwEOQkt"
miami,"Miami, FL",RT @joseolivaresm: 3 fallecidos confirmados hoy. Isael Macadán (18) Anzóategui; Jhonatan Zavatti (25) Petare y Roberto Durán (26) Barquisim…
miami,"Miami, Florida",RT @Drakee_YMCMB: Time changes everyone.
houston,"Houston, TX",RT @HitDaBoogiez: Somebody gettin fired cuz they ain't clean the restroom and lied on the log https://t.co/c8bEboG6qT
detroit,"Detroit, MI","RT @CIothesParadise: Use code \"Sale15\" for 15% off your entire order on https://t.co/WWP1sAWTKy 😍💕 https://t.co/DqCcgK22nH"
los angeles,Los Angeles,"RT @davidaxelrod: Why do I keep settling into Nothing-Would-Surprise-Me place, only to be shocked all over again? This is the PRESIDE…"
los angeles,"Los Angeles, CA","https://t.co/tzcnkFxQy2 #uplifting #goodnews Boaty McBoatface Makes Its Triumphant Return, Hauling 'Unprecedented Data'"
chicago,Chicago,Unfortunately all this proves is that this sort of thing was/is perfectly acceptable to 53% of white women. (Sorry… https://t.co/U4N8pdcpl0
seattle,Outside Seattle,RT @allegrakirkland: In which a GOP Rep suggests @POTUS is attacking a female reporter to distract from their party's health care bill…
los angeles,Los Angeles,Win Slim Wallet RFID Front Pocket #Wallet Minimalist Secure Thin Credit Card Holder @Kinzd_levi #us #contest  https://t.co/obyaXJ6dJ3
houston,"Houston, TX",@_charlie_hunter @StrosBros1 ? 😄😂
atlanta,atlanta,RT @ultskaisoo: Y'all kpop twitter wildin https://t.co/Z2dN7Xyb21
denver,"Denver, CO","@kelly_hogan_zc Can't speak to the rest, but mood and satiety are unlike anything I've previously experienced. Love it."
los angeles,"Los Angeles, CA",RT @TumblrArtss: https://t.co/3p18HiRwbc
seattle,"Seattle, WA",get your own fucjing bus stop you fucking cretins burn in hell
los angeles,East Los Angeles,&gt;^_^&lt;~&gt;°)~~~ https://t.co/jHZQKSxioj
seattle,"Seattle, WA","RT @gruber: I feel bad for all you jerks on the West Coast, who'll have to wait in line while I twitter from my IPHONE in an hour."
houston,"Houston, TX","RT @_GirlFromAtl: Pastor: I'm not gonna hold y'all for too much longer 
Me: https://t.co/zTRpCYOKJL"
miami,Miami Gardens,-  https://t.co/blGr4PtsSq
boston,"Boston, MA",RT @AngryBlackLady: I supported Hillary Clinton when she became the Democratic  nominee because I wanted to keep Trump out of the White Hou…
chicago,"Chicago, IL",@ErrnieGerrn Wip plz!!!!!!
miami,"Miami Beach, FL","RT @Voldage: soy un 97,5 sueño"
miami,"Miami Springs, FL 🌴",RT @somecrazyness: the US has a long way to go https://t.co/UNmDDlwfql
new orleans,"New Orleans, LA",RT @Ines_abbd: Invocation des 4 piliers de l'enfer - #brevet2017 https://t.co/aT0oH15g1T
houston,"Houston,Texas",https://t.co/2d0c88rgDO
boston,nh + boston,"RT @chris_delgadoo: TICKETMASTER DOESN'T NEED TO CHARGE AN EXTRA 30 DOLLARS PER TICKET FOR \"convenience fees\" https://t.co/iPXfmEN25V"
dallas,Houston • Dallas • Tucson,RT @desusnice: hello darkness my old friend https://t.co/WXeJMVCMdp
miami,"Miami, Florida","#HeterosexualPrideDay--this is a real thing? 

OMG I hate y'all 😂"
